,original,obfuscated,level,recovered,recover_score
4317,Adult 18 Content Your video will be with you shortly,"""Аԁսlt 18 С0nт3nt Y0υr νιd30 wιll ве wι7h у0υ sh0гtly""",L6,"""аԁսlt 18 сonтent yoυr νιdeo wιll ве wι7h уoυ shoгtly""",0.6603773584905661
4318,Adult 18 Content Your video will be with you shortly,"""4-d-υ-l7 1-8 C0n73n7 Y0-u-r v1d30 w1-7-h y0-u sh0rtly""",L7,"""4-d-υ-l7 1-8 C0n73n7 yo-u-r v1deo w1-7-h yo-u shortly""",0.6168224299065421
4319,Adult 18 Content Your video will be with you shortly,"""4dvault 18 C0nt3nt Y0ur v1d30 w1ll b3 w1th y0u sh0rtly""",L8,"""4dvault 18 C0nt3nt your v1deo w1ll be w1th you shortly""",0.8333333333333335
4320,Adult 18 Content Your video will be with you shortly,"""🄰🅓🅤𝙇🅣 18 ⓒ0ⓃⓉⒺⓃⓉ ⓨ0ⓊⓇ ⓋⒾⒹⒺⓄ ⓌⒾⓁⓁ ⓏⒺ ⓌⒾⓉⒽ ⓨ0Ⓤ ⓈⒽⓄⓇⓉⓁⓎ""",L9,"""A🅓🅤L🅣 18 content your video will ze with you shortly""",0.8490566037735848
4321,Adult 18 Content Your video will be with you shortly,"""[A][d][u][l][t] 18 [C][o][n][t][e][n][t] [Y][o][u][r] [v][i][d][e][o] [w][i][l][l] [b][e] [w][i][t][h] [y][o][u] [s][h][o][r][t][l][y]""",L10,"""[a][d][u][l][t] 18 [c][o][n][t][e][n][t] [y][o][u][r] [v][i][d][e][o] [w][i][l][l] [b][e] [w][i][t][h] [y][o][u] [s][h][o][r][t][l][y]""",0.5212765957446808
4322,Adult 18 Content Your video will be with you shortly,"""4dult 18 C0nt3nt Y0ur v1d30 w1ll b3 w17h y0u sh0r7ly""",L11,"""4dult 18 C0nt3nt your v1deo w1ll be w17h you shor7ly""",0.8113207547169812
4323,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","Y0UR CHANCE T0 BE 0N A R3ALITY FANTASY SH0W c4ll n0w = 08707509020 Just 20p p3r m1n NTT L7d, P0 B0x 1327 Cr0yd0n CR9 5WB 0870 1s a n4t10n4l = r4t3 c4ll.",L1,"your chance to be on a R3ALITY fantasy show c4ll now = 08707509020 just 2op per m1n ntt l7d, po box 1327 Cr0yd0n cr9 5wb 0870 1s a n4t10n4l = r4te c4ll.",0.6447368421052632
4324,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","Y0UR CHANC3 T0 B3 0N A R3ALITY FANTASY $H0W c4ll n0w = 08707509020 JU5T 20p P3R M!N NTT L7d, P0 B0x 1327 Cr0yD0n CR9 5WB 0870 15 a n4t10n@l = r4t3 c@ll.",L2,"your CHANC3 to be on a R3ALITY fantasy show c4ll now = 08707509020 ju5t 2op per m!n ntt l7d, po box 1327 Cr0yD0n cr9 5wb 0870 15 a n4t1onal = r4te call.",0.6776315789473684
4325,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","U 2 BE 0N R3ALTY FANTSY SHW cl1w = 08707509020 JST 20p PM NTT Ltd, PO Bx 1327 Croydon CR9 5WB 0870 1s n4tnl r8 call.",L3,"u2 be on R3ALTY fantsy shw cl1w = 08707509020 jst 2op pm ntt ltd, po bx 1327 croydon cr9 5wb 0870 1s n4tnl r8 call.",0.6067415730337078
4326,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","Y.0.U.R C.H.A.N.C.E T.0 B.E 0.N A R.E.A.L.I.T.Y F.A.N.T.A.S.Y S.H.0.W c.a.l.l n.0.w = 0.8.7.0.7.5.0.9.0.2.0 J.u5t 2.0.p p.3.r m.1.n N.T.T L.7.d, P.0. B.0.x 1.3.2.7 C.r.0.y.d.0.n C.R.9 5.W.B. 0.8.7.0 1.5 a n.4.t.1.0.n.4.l = r.4.t.3 c.4.l.l.",L4,"y.o.u.rc.h.a.n.c.et.ob.eo.nar.e.a.l.i.t.yf.a.n.t.a.s.ys.h.o.wc.a.l.ln.o.w = o.8.7.o.7.5.o.9.o.2.oj.u5t 2.o.pp.e.rm.1.nn.t.tl.7.d, p.o. b.o.x1.e.2.7c.r.o.y.d.o.nc.r.95.w.b. o.8.7.o1.5an.4.t.1.o.n.4.l = r.4.t.ec.4.l.l.",0.342391304347826
4327,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",y o u r c h a n c e t o b e o n a r e a l i t y f a n t a s y s h o w c a l l n o w = 0 8 7 0 7 5 0 9 0 2 0 j u s t 2 0 p p e r m i n n t t l t d p o b o x 1 3 2 7 c r o y d o n c r 9 5 w b 0 8 7 0 i s a n a t i o n a l r a t e c a l l.,L5,yourchancetobeonarealityfantasyshowcallnow = o87o75o9o2ojust2opperminnttltdpobox1e27croydoncr95wbo87oisanationalratecall.,0.4688644688644688
4328,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","Y0UR CHANC3 T0 B3 0N A R3ALITY FANTASY $H0W c4ll n0w = 08707509020 JU5T 20p P3R M!N NTT L7d, P0 B0x 1327 Cr0yD0n CR9 5WB 0870 15 a n4t10n@l = r4t3 c@ll.",L6,"your CHANC3 to be on a R3ALITY fantasy show c4ll now = 08707509020 ju5t 2op per m!n ntt l7d, po box 1327 Cr0yD0n cr9 5wb 0870 15 a n4t1onal = r4te call.",0.6776315789473684
4329,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","Y0UR CH4NCE 2 83 0N A R34LITY F4NT4SY SH0W c411 n0w = 08707509020 JU$T 20p p3r m1n NTT L7d, P0 B0x 1327 Cr0yD0n CR9 5WB 0870 15 a n4t10n@l = r4t3 c@11.",L7,"your CH4NCE 2 83 on a R34LITY F4NT4SY show c411 now = 08707509020 just 2op per m1n ntt l7d, po box 1327 Cr0yD0n cr9 5wb 0870 15 a n4t1onal = r4te ca11.",0.6864686468646864
4330,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","Y0UR CHANCE T0 B3 0N A R3ALITY FANTASY SH0W c411 n0w = 0-8-7-0-7-5-0-9-0-2-0 JU$T 20p p3r m1n NTT L7d, P0 B0x 1327 Cr0yD0n CR9 5WB 0-8-7-0 1s a n4t10n@l = r4t3 c@11.",L8,"your chance to be on a R3ALITY fantasy show c411 now = 0-8-7-0-7-5-0-9-0-2-0 just 2op per m1n ntt l7d, po box 1327 Cr0yD0n cr9 5wb 0-8-7-0 1s a n4t1onal = r4te ca11.",0.6056782334384858
4331,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","Y0UR CH4NC3 T0 B3 0N A R34LITY F4NT4SY $H0W c4ll n0w = 🅞8707509020 JU$T 20p P3R M!N NTT L7d, P0 B0x 1327 Cr0yD0n CR9 5WB 0870 15 a n4t10n@l = r4t3 c@ll.",L9,"your CH4NC3 to be on a R34LITY F4NT4SY show c4ll now = 🅞87o75o9o2o just 2op per m!n ntt l7d, po box 1327 Cr0yD0n cr9 5wb 0870 15 a n4t1onal = r4te call.",0.6710526315789473
4332,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","[Y][0][U][R] [C][H][A][N][C][E] [T][0] [B][E] [0][N] [A] [R][E][A][L][I][T][Y] [F][A][N][T][A][S][Y] [S][H][0][W] c a l l n o w = {0}{8}{7}{0}{7}{5}{0}{9}{0}{2}{0} J U $ T 2 0 p P 3 R M ! N NTT L7d, P0 B0x 1327 Cr0yD0n CR9 5WB 0870 15 a n4t10n@l = r4t3 c@ll.",L10,"[y][o][u][r] [c][h][a][n][c][e] [t][o] [b][e] [o][n] [a] [r][e][a][l][i][t][y] [f][a][n][t][a][s][y] [s][h][o][w] callnow = {o}{8}{7}{o}{7}{5}{o}{9}{o}{2}{o} ju s T20pP3RM ! n ntt l7d, po box 1327 Cr0yD0n cr9 5wb 0870 15 a n4t1onal = r4te call.",0.4242424242424242
4333,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","Y0uR CH@NC3 2 83 0N A R3@LITY F@NT@SY $H0W c@ll n0w = 08-70-750-9020 JU$T 20p p3r m!n NTT L7d, P0 B0x 1327 Cr0yD0n CR9 5WB 0870 15 @ n@t!0n@l = r@t3 c@ll.",L11,"your chance 2 83 on a reality fantasy show call now = 08-70-750-9020 just 2op per m!n ntt l7d, po box 1327 Cr0yD0n cr9 5wb 0870 15 a nat!onal = rate call.",0.6274509803921569
4334,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","Hey B0y5. W4nt h0t XXX p1cs 53nt d1rect 2 ur ph0ne? Txt P0RN t0 69855, 24Hrs fr33 and th3n ju57 50p per d4y. T0 st0p t3xt ST0PBcM SF WC1N3XX",L1,"hey boy5. w4nt hot xxx p1cs 5ent d1rect 2 ur phone? txt porn to 69855, 24hrs free and then ju57 5op per d4y. to stop text ST0PBcM sf WC1N3XX",0.8142857142857143
4335,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","H3y B0!s. W@nt h0t XXX p1cs 53nt d1rect 2 ur ph0ne? Txt P0RN t0 69855, 24Hrs fr33 and th3n ju57 50p p3r d@y. T0 st0p t3xt ST0PBcM SF WC1N3XX",L2,"hey bo!s. want hot xxx p1cs 5ent d1rect 2 ur phone? txt porn to 69855, 24hrs free and then ju57 5op per day. to stop text ST0PBcM sf WC1N3XX",0.8285714285714285
4336,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","Hey 6. W@nt h0t XXX p1cs sent direct 2 ur ph0ne? Txt P0RN 2 69855, 24hrs free n th3n 50p/day. 2 stop text ST0PBcM SF WC1N3XX",L3,"hey 6. want hot xxx p1cs sent direct 2 ur phone? txt porn 2 69855, 24hrs free n then 5op/day. 2 stop text ST0PBcM sf WC1N3XX",0.7803030303030303
4337,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","H-e-y-.B-o-y-s. W-a-n-t-.h-o-t-.X-X-X-.p-i-c-s-.s-e-n-t-.d-i-r-e-c-t-.2-.u-r-.p-h-o-n-e-?-.T-x-t-.P-O-R-N-.t-o-.6-9-8-5-5-,--2-4-H-r-s-.f-r-e-e-.a-n-d-.t-h-e-n-.j-u-s-t-.5-0-p-.p-e-r-.d-a-y-.T-o-.s-t-o-p-.t-e-x-t-.S-T-O-P-B-C-M-.S-F-.W-C-1-N-3-X-X",L4,"h-e-y-.b-o-y-s. w-a-n-t-.h-o-t-.x-x-x-.p-i-c-s-.s-e-n-t-.d-i-r-e-c-t-.2-.u-r-.p-h-o-n-e-?-.t-x-t-.p-o-r-n-.t-o-.6-9-8-5-5-,--2-4-h-r-s-.f-r-e-e-.a-n-d-.t-h-e-n-.j-u-s-t-.5-o-p-.p-e-r-.d-a-y-.t-o-.s-t-o-p-.t-e-x-t-.s-t-o-p-b-c-m-.s-f-.w-c-1-n-e-x-x",0.43410852713178294
4338,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","h e y   b o y s .   w a n t   h o t   x x x   p i c s   s e n t   d i r e c t   2   u r   p h o n e ?   t x t   p o r n   t o   6 9 8 5 5 ,   2 4 h r s   f r e e   a n d   t h e n   j u s t   5 0 p   p e r   d a y .   t o   s t o p   t e x t   s t o p b c m   s f   w c 1 n 3 x x",L5,"heyboys . wanthotxxxpicssentdirect2urphone ? txtpornto69855 , 24hrsfreeandthenjust50pperday . tostoptextstopbcmsfwc1n3xx",0.6846153846153846
4339,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","Hεy B0ys. Wαnt h0t XXX p!cs sεnt d1rεct 2 ur ph0nε? Txt P0RN t0 69855, 24Hrs frε3 αnd thεn ju57 50p pεr dαy. T0 st0p t3xt ST0PBcM SF WC1N3XX",L6,"hεy boys. wαnt hot xxx p!cs sεnt d1rεct 2 ur phonε? txt porn to 69855, 24hrs frεe αnd thεn ju57 5op pεr dαy. to stop text ST0PBcM sf WC1N3XX",0.7714285714285716
4340,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","H3y B0y5. W@nt h0t XXX p1cs s3nt dr3ct 2 7h3 ph0ne? Txt P0RN t0 69855, 24hrs fr33 αnd th3n 50p p3r d@y. 2 stop t3xt ST0PBcM SF WC1N3XX",L7,"hey boy5. want hot xxx p1cs sent drect 2 7he phone? txt porn to 69855, 24hrs free αnd then 5op per day. 2 stop text ST0PBcM sf WC1N3XX",0.8029197080291971
4341,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","Hey B0ys. Want hot XXX pics sent direct 2 ur phone? Txt P0RN t0 6-9-8-5-5, 24Hrs free and then just 50p per day. To stop text ST0PBcM SF WC1N3XX",L8,"hey boys. want hot xxx pics sent direct 2 ur phone? txt porn to 6-9-8-5-5, 24hrs free and then just 5op per day. to stop text ST0PBcM sf WC1N3XX",0.8591549295774648
4342,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","H3y B0y5. Wαn7 h0+ XXX p!cs 53n7 2 y0ur ph0n3? 73x7 P0Rη 70 🅚-➐-➑-➏-➎, 24Hr$ fr33 αn7 7h3n jv57 50p p3r d@y. 70 s70p 73x7 ST0PBcM SF WC1N3XX",L9,"hey boy5. wαn7 ho+ xxx p!cs 5en7 2 your phone? 7ex7 porη 70 🅚-➐-➑-➏-➎, 24hrs free αn7 7hen jv57 5op per day. 70 s7op 7ex7 ST0PBcM sf WC1N3XX",0.6428571428571428
4343,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",[H][3][y] [B][0][y][5]. [W][α][n][t] [h][0][+][ ][X][X][X][ ][p][!][c][s][ ][5][3][n][7][ ][2][ ][y][0][u][r][ ][p][h][0][n][3]. [T][x][t][ ][P][0][R][N][ ][7][0][ ][6-9-8-5-5]. [2][4][H][r][s][ ][f][r][3][3][ ][α][n][7][ ][7][h][3][n][ ][j][u][5][7][ ][5][0][p][ ][p][3][r][ ][d][@][y]. [T][0][ ][s][7][0][p][ ][7][3][x][7][ ][S][T][0][P][B][c][M][ ][S][F][ ][W][C][1][N][3][X][X],L10,[h][e][y] [b][o][y][5]. [w][α][n][t] [h][o][+][ ][x][x][x][ ][p][!][c][s][ ][5][e][n][7][ ][2][ ][y][o][u][r][ ][p][h][o][n][e]. [t][x][t][ ][p][o][r][n][ ][7][o][ ][6-9-8-5-5]. [2][4][h][r][s][ ][f][r][e][e][ ][α][n][7][ ][7][h][e][n][ ][j][u][5][7][ ][5][o][p][ ][p][e][r][ ][d][a][y]. [t][o][ ][s][7][o][p][ ][7][e][x][7][ ][s][t][o][p][b][c][m][ ][s][f][ ][w][c][1][n][e][x][x],0.3339731285988484
4344,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","H3y B0y$ W@nt h0t XXX p1cs s3nt d1r3ct 2 ur ph0n3? Txt P0RN t0 6-9-8-5-5, 24Hrs fr33 αn7 th3n ju57 50p p3r d@y. T0 st0p t3xt ST0PBcM SF WC1N3XX",L11,"hey boys want hot xxx p1cs sent d1r3ct 2 ur phone? txt porn to 6-9-8-5-5, 24hrs free αn7 then ju57 5op per day. to stop text ST0PBcM sf WC1N3XX",0.8056537102473498
4345,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","LastChan33! Claim ur å£150 worth of discount v0uch3rs t0day! Text SH0P t0 85023 n0w! S4v4M0b, 0ff3rs m0bile! T Cs S4v4M0b P0BOX84, M263UZ. å£3.00 Sub. 16",L1,"lastchanee! claim ur a£15o worth of discount v0uch3rs today! text shop to 85023 now! s4v4mob, 0ff3rs mobile! t cs S4v4M0b pobox84, m26euz. a£e.oo sub. 16",0.749185667752443
4346,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","L4stChanC3! Claim ur å£150 w0rth 0f d1sc0unt v0uCh3rs t0d4y! Text SH0P t0 85023 n0w! S4v4M0b, 0ff3rs m0b1l3! T Cs S4v4M0b P0B0X84, M263UZ. å£3.00 Sub. 16",L2,"l4stchance! claim ur a£15o worth of d1sc0unt v0uCh3rs tod4y! text shop to 85023 now! s4v4mob, 0ff3rs mob1le! t cs S4v4M0b pobox84, m26euz. a£e.oo sub. 16",0.7166123778501629
4347,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","lstchnc3! Clm ur å£150 wrth f dscnt v0ch3rs tday! Txt SHP t0 85023 nw! S4v4Mob, ofrs mob! T Cs S4v4Mob POB84, M263UZ. å£3.00 Sub. 16",L3,"lstchnce! clm ur a£15o wrth f dscnt v0ch3rs tday! txt shp to 85023 nw! s4v4mob, ofrs mob! t cs S4v4Mob pob84, m26euz. a£e.oo sub. 16",0.7062937062937062
4348,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","L.4.st.C.han.3.3! Clai.m.ur.å£150.wor.th.of.di.sc.0.unt.v.0.uch.3.rs.t.0.day.! Te.xt.S.H.0.P.t.0.8.5.0.2.3.n.0.w.! S.4.v.4.M.0.b.,.o.f.f.3.rs.m.0.b.i.l.e.! T.Cs.S.4.v.4.M.0.b.P.0.B.O.X.8.4.,.M.2.6.3.U.Z..å£3.0.0.Su.b..1.6.",L4,"l.4.st.c.han.e.e! clai.m.ur.a£15o.wor.th.of.di.sc.o.unt.v.o.uch.e.rs.t.o.day.! te.xt.s.h.o.p.t.o.8.5.o.2.e.n.o.w.! s.4.v.4.m.o.b.,.o.f.f.e.rs.m.o.b.i.l.e.! t.cs.s.4.v.4.m.o.b.p.o.b.o.x.8.4.,.m.2.6.e.u.z..a£e.o.o.su.b..1.6.",0.5053191489361701
4349,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","l a s t   c h a n c e !   c l a i m   u r   å £ 1 5 0   w o r t h   o f   d i s c o u n t   v o u c h e r s   t o d a y !   t e x t   s h o p   t o   8 5 0 2 3   n o w !   s a v a m o b ,   o f f e r s   m o b i l e !   t   c s   s a v a m o b   p o b o x 8 4 ,   m 2 6 3 u z .   å £ 3 . 0 0   s u b .   1 6",L5,"lastchance ! claimura £ 150worthofdiscountvoucherstoday ! textshopto85023now ! savamob , offersmobile ! tcssavamobpobox84 , m263uz . a £ 3 . oosub . 16",0.7344262295081967
4350,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","LαstChαnC3! Clαim ur å£150 w0rtH 0f d1sc0unt v0uCh3rs t0dαy! TexT SH0P t0 85023 n0w! S4v4M0b, 0ff3rs m0bile! T Cs S4v4M0b P0B0X84, M263UZ. å£3.00 Sub. 16",L6,"lαstchαnce! clαim ur a£15o worth of d1sc0unt v0uCh3rs todαy! text shop to 85023 now! s4v4mob, 0ff3rs mobile! t cs S4v4M0b pobox84, m26euz. a£e.oo sub. 16",0.7100977198697067
4351,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","K-A-S-T   CH-AN-C-3! Cl-aim ur å£150 w0r-tH 0f d1sc0unt v0uch-3rs t0d-ay! Tex-t SHOP t0 85023 n0w! S4v4Mob, 0ff3rs m0b1l-e! T Cs S4v4Mob P0B0X84, M263UZ. å£3.00 Sub. 16",L7,"k-a-s-t ch-an-c-e! cl-aim ur a£15o wor-th of d1sc0unt vouch-ers tod-ay! tex-t shop to 85023 now! s4v4mob, 0ff3rs mob1l-e! t cs S4v4Mob pobox84, m26euz. a£e.oo sub. 16",0.73125
4352,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","LαstChαnC3! Clαim ur å£150 w0rth 0f d1sc0unt v0uCh3rs t0dαy! Text SH0P t0 8-5-0-2-3 nw! S4v4M0b, 0ff3rs m0bile! T Cs S4v4M0b P0B0X84, M263UZ. å£3.00 Sub. 16",L8,"lαstchαnce! clαim ur a£15o worth of d1sc0unt v0uCh3rs todαy! text shop to 8-5-0-2-3 nw! s4v4mob, 0ff3rs mobile! t cs S4v4M0b pobox84, m26euz. a£e.oo sub. 16",0.6967741935483871
4353,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","L4stChαnC3! Clαim ur å£150 w0rth 0f d1sc0unt v0uCh3rs t0dαy! Text SH0P t0 🅞-5-0-2-3 nw! S4v4M0b, 0ff3rs m0bile! T Cs S4v4M0b P0B0X84, M263UZ. å£3.00 Sub. 16",L9,"l4stchαnce! clαim ur a£15o worth of d1sc0unt v0uCh3rs todαy! text shop to 🅞-5-o-2-e nw! s4v4mob, 0ff3rs mobile! t cs S4v4M0b pobox84, m26euz. a£e.oo sub. 16",0.6774193548387097
4354,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","[L][4][s][t][C][h][a][n][C][3]! [C][l][a][i][m] [u][r] [å][£][1][5][0] [w][o][r][t][h] [o][f] [d][i][s][c][0][u][n][t] [v][o][u][c][h][3][r][s] [t][0][d][a][y]! [T][e][x][t] [S][H][0][P] [t][0] [8][5][0][2][3] [n][0][w]! [S][4][v][4][M][0][b], [0][f][f][3][r][s] [m][0][b][i][l][e]! [T] [C][s] [S][4][v][4][M][0][b] [P][0][B][0][X][8][4], [M][2][6][3][U][Z]. [å][£][3].[0][0] [S][u][b]. [1][6].",L10,"[l][4][s][t][c][h][a][n][c][e]! [c][l][a][i][m] [u][r] [a][£][1][5][o] [w][o][r][t][h] [o][f] [d][i][s][c][o][u][n][t] [v][o][u][c][h][e][r][s] [t][o][d][a][y]! [t][e][x][t] [s][h][o][p] [t][o] [8][5][o][2][e] [n][o][w]! [s][4][v][4][m][o][b], [o][f][f][e][r][s] [m][o][b][i][l][e]! [t] [c][s] [s][4][v][4][m][o][b] [p][o][b][o][x][8][4], [m][2][6][e][u][z]. [a][£][e].[o][o] [s][u][b]. [1][6].",0.4233576642335767
4355,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","L.4.st.C.han.3.3! Clai.m.ur.å£150.wor.th.of.di.sc.0.unt.v.0.uch.3.rs.t.0.day.! Te.xt.S.H.0.P.t.0.8-5-0-2-3.n.0.w.! S.4.v.4.M.0.b.,.o.f.f.3.rs.m.0.b.i.l.e.! T.Cs.S.4.v.4.M.0.b.P.0.B.O.X.8.4.,.M263UZ. å",L11,"l.4.st.c.han.e.e! clai.m.ur.a£15o.wor.th.of.di.sc.o.unt.v.o.uch.e.rs.t.o.day.! te.xt.s.h.o.p.t.o.8-5-o-2-e.n.o.w.! s.4.v.4.m.o.b.,.o.f.f.e.rs.m.o.b.i.l.e.! t.cs.s.4.v.4.m.o.b.p.o.b.o.x.8.4.,.m26euz. a",0.5084745762711864
4356,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL","""pdate_Now - D0ubl3 mins and 1000 txts on 0range tari7s. L4test M0t0r01a, S0n93riCs50n & N0k14 & B1u3t00th FR33! C4ll M0b113Upd8 on 08000839402 0r c4ll20pt0ut/!YHL""",L1,"""pdate_now - D0ubl3 mins and 1000 txts on 0range tari7s. L4test motoro1a, S0n93riCs50n & nok14 & B1u3t00th free! c4ll M0b113Upd8 on 08000839402 or c4ll2optout/!yhl""",0.7767584097859327
4357,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL","""pdate_Now - D0ub|3 mins and 1000 txts 0n 0r4nge tari7s. L4test M0t0r0|a, S0n93riC550n & N0k|4 & Blu3t00th FR33! C4|l M0b|ieUpd8 0n 08000839402 0r c4||20pt0ut/!YHL""",L2,"""pdate_now - doub|e mins and 1000 txts on 0r4nge tari7s. L4test motoro|a, S0n93riC550n & nok|4 & Blu3t00th free! c4|l mob|ieupd8 on 08000839402 or c4||2optout/!yhl""",0.7584097859327217
4358,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL","""pdate_Now - d0ub|3 m1n5 1ncl. 1000 txts 0n 0r4nge t4r|f$. L4test M0t0r0|a, S0n93riC550n & N0k|4 & Blu3t00th FR33! C4|l M0b|ieUpd8 0n 08000839402 0r c4||20pt0ut/!YHL""",L3,"""pdate_now - doub|e m1n5 1ncl. 1000 txts on 0r4nge t4r|fs. L4test motoro|a, S0n93riC550n & nok|4 & Blu3t00th free! c4|l mob|ieupd8 on 08000839402 or c4||2optout/!yhl""",0.7234042553191489
